Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Fit
87.13,100.0,5756,5.79,0,1
71.24,98.85,1102,7.79,2,1
58.72,95.12,14375,8.14,0,0
51.47,100.0,5522,5.71,0,1
50.36,97.3,2781,6.9,1,1
59.21,100.0,2872,6.24,2,0
57.69,98.68,4635,9.79,0,0
68.52,99.54,17862,7.23,1,1
75.21,97.1,2092,4.71,2,1
75.21,95.92,20762,8.5,0,1
47.13,100.0,4753,5.13,0,1
84.19,98.25,13600,5.14,1,0
46.65,99.33,6026,8.49,0,0
53.31,98.92,13023,5.08,0,0
70.73,99.5,1444,5.05,1,0
84.02,97.9,3057,6.78,2,0
59.79,100.0,2458,5.75,0,0
94.77,100.0,20526,9.23,0,1
52.26,97.12,3513,6.55,1,0
87.45,95.84,7369,3.7,1,1
88.25,100.0,12636,7.85,1,1
40.0,97.4,3504,6.95,1,0
79.18,98.83,7478,6.73,2,1
94.34,100.0,10341,4.78,1,1
106.61,95.13,3174,7.58,2,1
88.68,100.0,14283,7.95,1,1
59.33,97.4,1836,6.54,1,1
71.03,100.0,10159,7.79,1,1
88.69,96.07,9275,7.26,1,0
79.77,99.12,10090,8.45,1,0
63.36,94.21,11603,4.54,1,0
92.48,96.93,2121,3.69,2,1
92.27,100.0,6248,6.38,0,0
79.38,97.85,5717,5.41,1,1
75.15,99.62,16582,7.17,0,0
91.86,95.04,1365,7.11,1,1
89.05,97.61,13519,6.39,0,1
61.61,96.25,4002,5.55,0,0
79.75,94.48,2723,4.97,2,1
64.9,98.92,5263,3.32,0,1
88.55,97.42,1561,4.64,0,0
85.76,97.01,19705,10.4,1,0
68.76,95.18,1903,4.95,0,0
54.65,97.69,6186,5.66,2,1
83.79,99.23,5723,7.52,0,0
78.83,100.0,13376,7.16,0,0
84.62,95.03,1416,8.74,1,0
57.52,93.98,11890,5.06,1,1
74.28,98.15,1627,6.76,1,1
61.7,99.03,20158,5.18,1,0
81.6,95.38,7099,6.66,0,1
81.02,97.56,6968,7.34,2,1
70.59,98.6,4977,7.38,1,0
74.81,99.64,1049,8.1,1,0
105.79,94.27,8570,6.44,2,1
75.21,97.96,5119,4.99,2,0
58.03,98.61,2678,4.42,2,0
57.67,95.9,2666,5.81,2,1
78.74,98.48,15403,4.47,0,1
40.0,96.47,15429,5.43,2,1
67.35,99.41,2247,4.73,2,0
60.47,100.0,11064,5.52,1,0
74.14,96.01,1799,9.18,0,0
74.2,96.02,11550,6.31,2,1
84.23,98.76,9936,7.13,2,1
92.13,98.91,5678,5.57,0,0
65.01,98.84,6695,4.02,1,1
87.79,98.12,1495,6.0,1,0
50.12,99.82,1510,4.53,2,0
86.36,99.31,4151,7.4,0,1
81.74,96.67,15594,6.04,0,0
80.47,99.54,12260,5.87,1,1
77.05,98.92,13333,7.85,0,1
77.66,94.81,4814,5.17,0,0
58.34,96.29,3286,5.07,0,1
90.91,100.0,5635,9.78,2,1
76.19,94.65,2416,3.25,1,1
82.9,96.51,1307,7.23,1,1
93.09,96.58,7982,6.27,1,1
72.71,96.89,3142,7.21,2,1
82.16,97.32,2521,7.78,1,0
85.66,98.82,1240,4.21,0,0
89.02,100.0,5361,6.07,0,1
71.98,98.01,6212,7.38,2,1
94.23,95.95,4097,6.88,1,1
58.06,100.0,4736,7.61,2,1
82.21,95.15,2221,7.99,1,1
81.81,98.01,1044,3.42,0,0
71.48,99.04,4977,8.86,2,1
68.37,97.76,7786,4.67,0,0
68.57,94.65,5119,7.39,2,1
61.51,100.0,6668,6.0,1,0
74.33,93.11,6529,8.38,1,1
91.98,98.63,1701,7.38,1,0
74.44,98.42,11800,4.43,1,0
76.88,100.0,10638,5.56,2,1
64.51,96.68,8545,7.87,0,1
56.35,99.44,4181,5.0,0,0
60.23,99.21,6137,8.31,2,1
68.61,97.52,1443,4.96,1,1
95.23,98.06,3034,7.18,1,1
64.42,96.9,12224,8.04,1,1
80.9,98.14,5811,5.95,2,0
83.77,93.25,10103,7.22,0,0
93.56,94.19,15471,6.82,2,0
85.22,97.85,5755,6.13,1,0
72.4,99.08,3204,4.94,2,1
100.59,95.78,13549,7.16,0,1
56.34,94.32,1826,6.54,0,1
76.29,100.0,6109,7.36,1,0
87.26,98.9,15601,3.98,0,1
77.41,99.24,5815,5.68,0,1
80.54,100.0,3683,5.04,0,0
89.94,100.0,6023,5.15,1,0
77.11,99.71,7784,5.32,2,0
85.19,99.74,9946,8.15,0,1
63.67,96.55,2986,7.0,2,1
64.65,97.39,3424,4.85,1,1
76.82,99.41,7341,7.14,2,0
77.54,99.02,10495,5.96,0,0
64.6,100.0,5006,4.57,0,1
68.87,99.95,3307,4.87,0,0
79.3,98.01,2836,4.12,0,1
70.48,98.89,7250,9.71,2,1
62.07,100.0,2811,6.45,1,0
62.25,97.76,6397,4.62,0,0
65.44,98.22,18317,6.46,1,1
75.21,97.51,2809,3.76,1,1
98.53,98.56,14500,6.67,1,1
88.86,99.97,2237,6.8,2,1
102.94,98.01,12833,7.57,0,0
73.27,95.54,3896,6.44,0,0
82.13,95.68,6925,5.47,2,0
79.93,99.98,2275,7.19,2,1
63.77,99.06,5222,7.43,0,1
70.43,96.28,3869,5.2,2,0
81.11,98.89,6369,6.45,1,0
75.05,100.0,9624,4.64,2,1
46.77,98.92,1017,6.15,1,0
82.7,97.17,9003,7.35,1,1
100.56,96.23,6646,5.53,0,1
88.91,97.57,4977,4.31,0,1
91.69,99.76,4618,7.26,0,0
58.07,98.24,1695,6.13,0,0
91.77,97.64,4105,6.86,2,0
72.08,94.71,12877,6.79,1,0
64.62,95.41,8771,6.72,0,0
40.0,95.88,6509,5.88,2,0
94.7,97.29,8285,7.86,0,0
70.73,97.81,12578,5.23,1,0
73.17,100.0,1152,6.9,1,1
79.82,98.45,12912,7.09,1,0
102.93,98.01,11500,6.21,2,0
71.61,99.66,4543,7.69,1,0
74.77,99.92,3609,5.8,1,1
89.53,98.25,18875,9.95,1,0
70.81,97.66,11980,6.85,2,0
42.17,98.43,7185,7.83,2,0
78.58,97.3,1169,6.63,2,0
83.19,98.01,12015,8.19,1,0
67.71,97.21,7131,8.68,0,0
85.2,99.09,1544,6.93,1,0
77.44,99.74,2135,9.24,1,1
76.62,97.21,1035,6.53,0,0
91.94,96.87,14625,6.62,0,1
84.71,99.66,15006,6.91,0,1
65.6,97.89,12930,5.33,0,0
69.49,97.71,1015,7.02,2,1
62.82,97.71,1019,6.48,0,1
83.26,96.98,2092,6.4,1,1
67.27,99.66,13524,7.59,2,1
80.84,98.11,1085,7.9,2,0
81.47,100.0,2129,5.72,0,1
102.68,96.94,10442,8.19,0,1
73.25,100.0,6969,6.14,1,1
68.94,93.33,17028,5.5,0,0
68.1,99.05,1231,4.12,1,1
51.01,98.0,1473,5.88,0,1
84.87,97.42,6741,6.28,2,1
98.02,95.88,1647,4.89,0,1
75.83,97.31,4613,6.64,1,1
64.46,97.25,8095,5.0,0,1
40.0,98.01,6334,6.89,2,1
100.56,98.53,2398,5.91,2,0
54.92,98.15,3743,6.29,0,0
52.92,98.43,2906,5.27,0,1
70.54,100.0,13395,7.66,2,0
74.37,97.43,3812,6.28,0,0
62.18,100.0,6761,6.32,2,1
81.24,93.87,1541,9.1,1,0
67.17,95.63,2894,7.0,1,1
67.55,95.49,2779,8.11,2,1
64.85,97.91,21103,6.2,0,1
56.19,97.15,5544,5.0,0,0
57.16,95.43,1189,5.72,2,0
58.42,100.0,5679,5.35,1,0
81.84,97.26,4204,8.43,0,0
80.99,93.79,2960,7.58,1,0
70.97,100.0,4476,5.37,2,1
71.71,97.93,7752,5.8,1,1
92.51,100.0,1557,7.04,0,1
82.71,98.0,5403,7.84,1,0
98.47,96.98,11736,8.06,1,1
66.34,97.96,1761,7.45,0,0
57.53,98.87,5072,9.22,0,0
74.69,94.37,11283,5.83,0,1
62.96,93.5,6292,5.28,1,1
82.33,98.11,9679,4.88,2,0
64.42,98.73,5220,4.69,0,0
82.29,96.02,1297,8.89,1,1
71.61,96.96,8900,6.66,2,0
97.78,97.82,8956,7.41,1,1
101.18,96.63,9970,4.13,0,1
81.01,96.21,2843,5.54,1,0
95.09,97.29,15460,8.42,2,0
71.04,100.0,4234,6.96,0,0
64.77,99.34,4090,7.15,0,1
80.02,97.89,12155,6.68,1,1
103.45,95.89,8320,7.46,1,0
73.42,96.24,17883,9.31,0,0
75.26,97.44,19539,6.52,0,1
52.02,98.01,2629,6.75,1,0
76.62,97.01,7316,3.83,2,0
84.98,100.0,5462,7.13,2,1
73.69,100.0,6341,5.33,1,1
74.8,96.47,6871,6.2,2,1
59.26,99.82,15780,4.08,1,1
40.83,96.95,1058,7.2,0,1
73.45,96.44,3866,6.88,2,1
71.62,96.15,2417,7.55,2,0
83.55,99.12,5648,5.54,2,1
94.44,100.0,3722,6.96,0,0
44.15,100.0,6469,5.43,1,1
112.81,99.08,1065,4.45,0,0
84.96,98.22,4352,5.69,2,1
71.03,96.16,17320,7.81,2,0
97.15,99.56,18860,7.17,2,1
66.83,97.19,10244,6.0,0,0
77.96,93.87,4977,6.69,1,0
76.01,97.35,5307,9.36,0,1
97.71,98.01,9229,8.43,0,1
92.71,100.0,2801,6.23,2,0
85.23,93.24,16199,6.77,1,0
70.85,100.0,10587,4.46,1,0
89.42,97.45,10278,2.56,2,1
86.58,99.72,1422,8.0,2,1
64.07,97.72,8752,6.77,0,0
79.41,96.49,5774,5.38,1,0
53.16,96.85,6046,7.87,0,1
68.33,98.27,4084,4.27,2,0
54.46,100.0,10806,6.42,2,1
60.55,99.72,7625,5.7,1,0
70.4,98.19,5947,6.57,1,0
61.32,96.68,8348,5.82,0,1
70.83,100.0,13257,6.32,1,0
70.76,99.5,2575,6.75,2,1
85.76,98.85,3194,4.62,0,0
75.13,96.55,5157,6.81,2,1
59.39,97.17,6258,9.2,2,0
76.02,96.26,4226,7.85,2,1
86.03,96.05,9958,5.63,0,1
66.73,100.0,15747,6.91,0,1
79.68,100.0,18348,6.75,1,0
76.35,98.77,4817,8.13,2,0
74.99,98.68,5329,5.25,2,1
73.9,98.39,17266,5.82,0,1
58.41,94.27,11136,5.67,2,0
97.44,98.01,4916,7.74,1,0
88.79,97.75,18249,5.15,2,1
75.13,100.0,2105,6.63,1,1
73.45,96.65,13440,6.92,2,0
61.78,98.01,11447,6.21,1,1
52.86,100.0,6102,4.54,2,1
61.79,100.0,2687,5.19,1,1
92.15,100.0,5720,6.3,2,1
74.55,96.82,1570,6.11,0,1
63.99,98.01,7941,6.45,1,1
78.7,96.4,1257,4.82,0,0
63.49,99.9,18464,5.11,1,1
79.24,96.01,2311,6.45,1,1
77.81,99.38,2585,5.61,2,1
90.51,98.42,4815,6.89,2,1
59.49,100.0,1228,5.97,0,1
77.82,96.69,6020,5.28,2,1
62.39,98.47,2245,6.72,0,1
82.75,97.32,8815,7.35,2,0
80.2,94.61,9308,8.15,0,0
82.58,99.16,7612,7.11,2,0
91.72,96.75,1086,6.29,0,0
60.46,97.31,1620,9.41,2,0
69.18,99.26,3410,6.49,0,1
81.74,93.63,7815,6.45,0,1
93.43,98.71,4088,4.48,0,1
66.83,96.64,4641,4.65,2,1
85.83,97.34,17875,6.86,0,1
63.46,99.11,1530,4.51,0,0
84.68,96.0,2708,5.58,2,1
41.49,98.69,3243,4.75,0,0
97.84,98.09,15954,6.71,0,1
58.65,97.92,10497,5.43,0,1
77.53,97.48,6254,7.3,1,0
75.21,99.27,1581,4.54,2,1
101.39,94.54,2811,7.88,1,1
106.55,99.54,18560,6.24,0,0
85.33,97.3,16873,4.66,1,1
75.25,94.59,3836,7.06,0,0
72.23,97.58,2756,9.14,0,1
83.61,95.96,15114,6.21,2,1
86.19,100.0,4137,4.03,0,0
70.73,98.4,2969,8.86,1,0
66.23,98.46,6542,6.45,0,0
64.06,98.77,20251,5.31,1,1
64.35,99.3,3868,6.55,1,0
55.59,96.99,1922,3.6,0,1
98.25,95.67,3397,9.62,1,0
72.83,98.31,16037,6.56,1,0
81.25,99.25,6665,5.73,2,1
70.32,100.0,1170,5.09,2,0
84.08,95.04,2457,4.73,2,1
98.55,96.07,4726,7.11,2,0
58.5,98.89,10995,8.53,2,0
79.84,100.0,3431,7.92,0,0
57.37,98.86,4225,6.21,0,1
84.69,98.06,17679,8.93,0,1
71.07,99.71,4214,5.3,2,1
98.69,96.76,5081,4.0,2,0
74.99,99.15,7865,7.78,2,1
71.75,99.41,1132,2.77,2,0
100.99,97.92,6388,7.1,1,0
66.31,96.32,1786,4.81,1,1
78.97,100.0,2594,4.37,2,1
74.02,95.33,12747,6.07,2,0
92.92,98.22,8023,4.77,1,1
94.08,98.79,2366,3.84,0,1
67.08,100.0,5302,6.43,1,1
72.65,97.84,2015,3.92,1,0
62.9,100.0,7829,7.29,0,1
108.58,97.7,3744,2.53,2,0
66.79,94.85,2131,4.6,2,0
90.39,96.06,14824,6.38,1,1
97.93,100.0,12204,7.13,2,1
87.43,95.97,4394,7.12,1,0
67.4,98.78,2256,7.4,2,1
66.33,99.2,4953,5.42,2,0
79.55,98.44,6637,5.66,2,1
69.92,99.12,8668,4.23,0,0
61.95,94.8,11880,6.95,0,1
65.7,93.62,1708,4.03,1,0
85.65,100.0,1592,4.74,1,1
109.69,99.16,1700,7.53,2,1
73.22,98.64,18759,6.25,2,1
92.98,96.49,1063,8.08,2,0
88.48,100.0,10126,6.0,0,1
89.99,98.12,20468,8.22,0,0
90.45,97.41,3692,5.9,0,1
88.75,98.77,12799,6.92,0,1
68.81,98.53,7763,6.26,0,1
85.76,98.01,14199,6.68,2,1
92.84,94.83,1230,6.17,1,1
89.34,98.48,10135,6.45,1,1
91.17,97.68,6182,6.6,0,1
71.95,99.41,5437,6.0,2,0
91.09,100.0,9136,6.88,2,0
94.35,95.49,2232,4.18,2,0
54.24,95.13,4881,4.24,1,1
99.53,100.0,2518,5.5,1,1
68.06,96.03,2073,5.82,2,0
78.18,96.84,1543,8.93,0,0
70.95,98.56,1880,8.05,1,1
46.11,98.59,2844,4.29,0,1
88.38,99.2,4810,5.17,2,1
88.0,100.0,14233,4.4,0,1
59.53,97.42,1358,4.55,1,1
74.62,96.67,6699,5.61,1,1
59.74,96.12,3217,8.46,1,1
62.12,98.29,11158,6.13,1,0
65.97,97.99,6447,6.33,2,1
75.21,95.23,11096,6.84,0,1
105.17,99.44,13521,5.09,2,1
68.8,97.14,17023,6.39,0,1
86.96,97.68,6752,10.19,0,1
43.05,98.01,7103,7.89,2,1
54.22,98.55,1060,8.97,0,0
67.41,98.84,4680,7.29,2,1
80.05,96.45,1996,3.82,1,0
43.08,99.28,2773,2.81,1,0
64.77,100.0,8430,4.81,1,1
85.9,98.7,1664,8.37,1,1
60.93,100.0,5157,5.91,2,0
69.33,98.21,5414,7.67,1,0
56.94,100.0,17418,8.46,0,0
62.39,99.39,3602,4.58,1,0
67.1,97.4,1654,8.71,1,1
47.11,97.27,1337,4.76,0,0
92.57,99.18,2428,6.19,1,0
54.17,97.24,2289,4.88,2,1
72.41,98.45,9709,6.86,0,1
63.83,98.05,6305,6.26,1,1
91.15,96.26,8029,7.7,1,0
56.51,97.86,6965,8.0,2,1
63.27,97.0,4594,8.87,2,0
82.64,97.48,1657,5.83,0,1
75.48,97.7,3857,6.23,1,1
78.29,98.01,2376,6.97,2,0
87.16,99.53,9584,4.64,1,1
76.62,97.02,2956,8.18,0,1
68.34,100.0,7155,6.3,0,0
78.89,94.25,2419,6.79,0,1
67.4,99.52,1318,4.22,1,0
91.69,97.37,4977,5.95,1,1
73.21,100.0,1734,7.13,1,1
84.55,100.0,12496,7.74,1,1
110.04,99.91,12085,5.99,2,1
59.67,96.45,1883,6.69,0,0
56.72,99.92,3760,6.34,2,1
71.32,98.47,12659,7.5,2,0
63.78,96.57,8193,6.89,2,0
85.5,99.84,3232,5.93,0,1
77.96,98.15,20850,2.66,1,1
58.21,100.0,2933,6.76,1,0
86.24,98.84,4977,3.98,2,1
102.72,97.57,1110,7.53,0,0
63.01,93.86,8458,7.75,1,0
42.08,97.2,13088,6.95,1,0
69.48,99.45,2539,6.91,2,0
79.64,100.0,3232,7.06,1,1
72.88,99.92,11330,4.65,1,0
76.69,94.14,11780,7.22,1,0
63.33,96.66,3575,4.61,1,0
75.21,96.3,5649,7.54,0,1
68.84,99.72,7958,7.15,2,1
56.56,97.35,8166,6.01,0,0
88.84,98.09,13010,5.08,2,0
83.32,97.35,12891,5.66,2,1
67.23,97.7,13224,8.25,1,0
101.6,95.23,2185,8.19,1,0
73.88,96.96,2078,4.85,2,1
49.31,99.03,1054,5.57,1,0
83.92,97.74,12256,5.67,0,1
73.89,98.01,1017,6.3,2,0
75.21,95.28,18245,8.44,0,1
56.2,95.57,16786,9.74,0,1
67.06,97.05,2598,4.13,2,0
78.67,95.54,14925,6.22,0,1
66.18,98.71,3319,5.46,2,1
49.96,99.38,3274,5.15,1,0
84.77,99.18,1016,8.61,0,0
85.39,97.83,17560,7.13,0,1
85.5,98.42,10039,4.12,2,1
61.12,99.87,1790,10.39,0,0
75.21,97.29,9108,3.78,0,0
83.92,100.0,5193,6.63,0,1
84.25,97.81,2053,4.8,0,1
53.81,98.15,13307,7.33,1,1
100.83,100.0,5009,5.57,1,0
56.87,97.25,17786,7.73,0,1
50.53,99.58,6159,7.1,1,1
40.0,99.38,4907,2.74,1,0
96.73,98.29,10726,7.77,2,1
48.48,100.0,5171,4.96,1,1
88.12,97.58,10463,5.5,0,0
75.21,99.25,3663,6.37,2,0
68.41,100.0,11054,5.03,0,1
79.79,99.83,1545,6.55,1,1
79.9,94.33,1345,9.01,0,0
76.6,97.96,2393,6.22,2,1
101.88,96.28,14404,5.68,0,0
72.36,96.13,2524,5.11,2,0
76.59,98.31,6112,8.42,1,0
95.67,99.31,13653,5.5,1,0
68.55,100.0,8164,5.21,0,0
75.31,98.91,20993,7.07,1,0
74.71,97.87,3855,7.37,2,1
70.7,97.83,10909,3.5,0,0
60.98,94.55,19419,6.6,2,0
69.19,95.87,2673,8.61,0,1
77.35,96.6,9436,4.66,1,0
74.89,99.23,2651,4.82,1,0
81.84,98.77,11516,6.41,1,0
71.17,99.2,1259,8.57,2,0
68.78,98.44,2708,8.15,1,0
73.34,100.0,16900,6.92,0,0
58.35,98.58,1639,6.4,1,1
62.94,100.0,15760,6.26,1,0
82.96,100.0,3843,6.45,2,1
79.49,97.73,17518,6.59,1,1
60.51,100.0,14660,8.63,2,1
73.2,100.0,3755,3.44,2,0
51.55,95.95,17845,5.87,0,1
77.03,100.0,7011,6.81,1,0
69.96,96.69,4518,5.6,1,0
106.43,99.05,5295,6.07,2,1
60.7,99.73,11536,8.45,0,0
84.57,96.32,2204,5.42,1,0
88.19,95.88,8796,7.67,2,0
75.21,100.0,3243,5.7,2,1
92.35,99.82,5053,6.25,2,0
82.16,98.01,3832,4.84,1,1
96.35,94.5,4917,5.89,1,1
76.12,99.53,1758,6.45,2,1
75.45,96.69,15135,4.6,0,0
56.81,95.77,6594,6.35,2,1
97.63,95.34,1863,7.27,0,1
73.52,97.51,5367,5.52,0,1
63.09,99.05,4419,10.33,2,0
93.38,98.23,18868,6.19,1,1
89.8,99.35,1835,8.21,0,1
61.47,97.7,14936,6.46,2,0
82.66,96.41,10181,6.01,2,0
86.94,99.96,4530,7.9,0,1
56.31,99.13,14487,8.3,0,0
84.62,97.99,13857,5.16,1,0
81.61,98.04,8772,4.85,0,0
104.8,99.27,1222,5.18,0,0
93.54,96.01,1971,6.55,2,0
78.91,100.0,5607,8.28,0,0
84.57,97.63,5759,4.95,1,0
81.51,97.19,6191,5.0,0,0
110.28,100.0,5905,5.91,2,1
77.06,99.35,3337,6.95,2,0
68.79,99.1,1652,6.29,1,0
83.23,98.01,5116,7.55,1,0
106.32,100.0,4784,7.12,2,1
60.47,95.84,2252,7.23,0,0
57.04,96.58,5601,2.81,0,1
60.73,95.83,5369,6.48,1,0
89.11,98.8,1004,7.76,1,1
78.3,97.15,6520,10.29,2,1
55.59,99.23,3845,6.35,2,1
85.29,97.68,7422,3.2,0,0
80.18,97.13,15325,8.64,0,1
89.27,96.06,2582,4.67,1,0
65.94,99.01,2986,7.19,0,1
56.59,97.55,7906,7.31,0,0
85.2,98.34,20852,6.69,1,0
87.38,96.4,4660,3.3,0,1
58.43,98.88,1298,5.96,0,1
78.57,97.97,19134,4.15,2,0
65.76,97.84,4441,7.18,0,1
89.57,98.99,4322,5.17,1,0
84.93,93.85,5432,3.31,1,1
93.28,95.9,2037,7.57,0,1
62.38,97.63,10749,4.6,0,0
67.05,96.68,1596,7.8,1,0
80.53,98.62,6757,7.74,2,0
75.21,97.2,5088,6.86,0,0
97.82,96.47,15760,6.34,2,0
91.64,99.51,10013,4.69,2,1
82.5,99.34,6829,5.62,0,0
73.15,98.01,6547,7.22,0,1
77.83,98.69,14574,9.43,0,0
63.66,98.69,6237,7.36,0,0
75.21,99.84,8809,7.57,1,0
80.03,100.0,7263,6.34,1,0
73.74,97.03,2892,5.42,1,1
65.96,97.14,4977,5.68,2,1
62.4,100.0,1588,4.54,2,1
98.57,95.66,5739,6.39,2,0
75.15,96.43,1572,5.85,1,1
90.45,97.8,1354,7.91,1,0
81.17,95.31,2847,7.55,1,1
82.15,99.7,17813,8.82,0,1
74.79,99.06,1901,8.17,2,1
94.5,94.81,14974,7.02,1,0
84.81,99.05,4045,9.55,0,1
72.29,97.95,6792,5.9,2,1
97.65,100.0,9864,6.49,1,0
80.49,96.02,11144,6.52,1,0
98.27,98.88,4578,5.19,1,1
67.84,97.31,8138,8.46,2,0
75.62,99.75,6634,8.96,2,0
80.76,94.74,1788,5.33,1,0
91.51,95.56,3132,6.61,1,1
82.01,100.0,1058,8.12,2,1
67.6,99.16,1275,5.47,1,1
55.82,97.61,11119,6.45,1,1
59.21,97.4,1469,6.34,1,0
69.32,99.79,1316,7.69,2,0
75.21,94.19,3236,5.13,0,0
93.95,97.17,8304,6.35,1,1
89.97,96.32,7226,9.83,2,1
77.23,95.16,9029,8.29,2,0
93.19,96.61,9083,7.25,0,0
67.85,96.81,8076,6.39,0,1
69.1,98.98,8076,6.46,2,1
100.45,96.99,3899,7.48,1,0
47.37,99.5,1482,6.12,0,0
84.74,98.73,4709,7.2,1,1
63.66,100.0,6628,7.41,2,0
76.31,100.0,1377,5.58,1,1
76.65,100.0,13894,7.21,2,1
75.21,95.38,15127,5.07,1,1
91.85,97.22,8221,6.98,2,0
59.48,96.38,15553,5.94,1,1
84.21,95.23,3797,4.5,1,0
68.69,95.86,1398,7.84,1,0
76.52,99.29,10560,6.93,1,0
88.31,97.13,2979,7.19,2,0
89.99,95.69,4937,8.41,2,0
88.75,100.0,9511,5.43,1,1
60.38,95.82,1300,7.32,0,0
75.35,98.38,8751,6.86,0,1
98.19,97.4,1839,6.39,1,1
67.11,96.95,5969,6.98,1,1
78.03,96.79,1457,7.6,0,0
56.51,99.43,14041,4.33,0,0
80.11,99.28,4167,5.01,2,0
74.32,95.98,11510,6.37,1,1
64.71,100.0,1036,6.33,1,0
96.01,97.42,20278,6.87,2,0
63.61,97.31,2205,5.5,0,0
95.49,98.98,3119,7.49,1,1
84.15,97.24,7232,5.07,0,1
69.6,96.97,10505,3.33,2,0
75.21,98.01,20465,10.54,0,1
69.55,100.0,3912,7.7,0,1
81.72,98.31,3663,7.71,2,0
78.76,98.98,7134,7.86,2,1
108.25,97.31,7705,8.64,0,1
54.32,99.75,4124,6.74,0,1
78.01,100.0,17621,7.8,1,0
76.87,95.79,9885,6.24,0,0
72.96,99.25,1631,4.2,0,0
69.77,94.82,4786,6.8,1,1
67.15,97.04,13349,5.71,2,0
85.72,98.38,2799,6.3,0,1
74.67,100.0,4193,6.95,0,1
77.79,98.87,8492,8.05,2,1
64.13,99.0,8978,5.61,2,1
84.14,98.71,2115,7.07,0,0
60.62,97.87,16164,6.45,0,1
81.03,98.18,6242,6.04,2,1
73.0,96.66,18516,4.98,2,0
75.1,98.01,5303,7.37,1,1
59.51,94.87,1980,5.13,1,1
73.32,93.85,1496,5.5,1,0
86.83,96.92,1863,8.37,1,0
74.77,98.56,16308,8.63,0,1
93.81,98.67,3879,7.75,1,0
75.21,93.67,1883,9.06,2,0
86.6,100.0,18374,8.55,1,1
85.75,98.55,2716,6.37,2,0
96.11,98.22,8997,9.48,0,1
55.42,99.64,5392,8.84,0,0
67.16,99.37,7957,6.39,2,0
75.42,100.0,1412,6.88,0,0
87.01,96.57,7943,5.51,2,0
77.53,99.23,16537,6.36,0,0
90.46,98.19,2767,5.62,1,0
69.24,98.35,1786,4.96,1,1
74.7,94.01,2253,6.07,1,1
65.31,97.98,4780,8.23,2,0
66.5,98.44,2191,8.3,0,0
69.51,97.79,2308,5.57,2,1
94.89,98.2,12462,5.84,2,0
69.51,97.71,10195,6.57,1,0
79.57,96.83,2606,5.5,1,1
73.62,97.2,2960,8.95,1,0
70.08,97.12,20991,7.87,1,1
77.63,99.41,19601,5.34,1,1
82.34,97.36,6923,4.87,1,1
75.21,97.03,2580,4.63,1,0
54.89,96.76,9505,7.05,0,0
41.76,100.0,8695,8.8,2,0
52.41,98.85,11183,6.2,1,0
75.21,95.01,6387,6.62,1,1
70.29,95.11,6127,7.01,2,0
78.14,96.0,3138,5.41,2,1
105.61,97.49,1143,6.46,1,0
89.98,94.84,4040,9.63,2,1
83.09,98.55,5099,7.08,1,1
67.73,97.49,14715,9.63,1,1
98.39,96.68,3594,6.54,2,0
93.53,98.28,15020,5.57,1,0
88.4,100.0,2674,8.07,1,1
75.21,96.57,20262,8.4,1,1
97.76,97.23,5215,7.05,2,0
88.06,96.81,2716,6.4,1,0
56.68,97.94,8004,6.19,2,1
75.21,97.24,3489,8.23,0,1
77.56,93.03,20838,7.78,1,1
80.97,95.16,8723,5.13,2,1
88.95,100.0,4094,4.82,0,0
85.83,100.0,6908,5.19,0,0
81.19,99.17,7679,3.46,2,1
51.15,100.0,8029,2.66,1,0
59.91,99.63,4497,4.17,2,0
99.15,100.0,4182,9.53,0,0
51.75,98.35,1869,6.87,2,0
88.46,99.33,2479,5.34,1,1
80.64,95.07,9385,5.85,2,0
48.49,97.09,12864,9.6,0,0
89.11,100.0,6109,5.01,1,0
60.25,95.42,9087,6.5,1,0
55.29,97.03,2947,6.65,0,1
81.8,97.38,1763,6.37,2,0
74.86,100.0,11428,3.49,1,1
81.46,94.89,1269,4.47,2,0
85.85,97.02,3028,7.36,2,0
84.89,94.98,1594,8.17,2,1
61.77,98.02,17063,5.17,0,1
67.42,100.0,11388,9.56,1,0
61.34,99.01,3706,8.04,2,1
71.83,95.64,12660,7.13,1,0
81.6,97.66,11126,8.52,1,0
61.85,98.79,7685,6.45,1,0
61.53,98.94,3328,8.07,1,0
78.09,96.33,12043,8.22,0,0
83.4,96.77,13327,6.01,0,0
84.64,96.33,1466,6.79,0,1
51.67,98.06,4559,7.52,0,1
62.54,98.33,6316,6.45,0,1
88.97,98.26,5498,7.25,0,1
68.64,100.0,2030,6.29,1,1
73.06,98.01,2130,6.69,2,0
85.62,96.93,1766,9.8,1,0
60.27,97.57,3241,7.04,0,1
72.98,96.67,8110,5.29,0,0
57.0,100.0,5318,7.53,1,1
83.67,95.32,5445,6.63,1,1
64.93,95.33,9198,8.17,2,0
68.54,94.92,11705,5.6,1,1
88.45,99.55,1219,5.28,1,0
89.6,99.09,4977,3.91,1,1
101.36,97.73,12303,5.84,1,1
106.75,98.8,1078,5.41,2,0
77.91,100.0,1251,4.46,0,1
94.76,95.56,15997,5.71,2,0
74.57,96.57,3200,6.83,1,0
87.61,94.84,2063,5.38,1,1
68.6,98.39,8283,6.61,2,0
95.09,98.01,13802,6.88,1,1
92.27,95.79,4088,6.5,2,1
71.8,97.07,10962,6.37,2,1
